epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
184,128.69,0.57368,0.39886,0.92052,0.94942,0.85714,0.91087,0.62898,1.13302,0.68077,1.1614,0.00127532,0.00127532,0.00127532
185,129.391,0.55631,0.4083,0.90426,0.9368,0.85714,0.91238,0.63195,1.12624,0.67389,1.1636,0.00127136,0.00127136,0.00127136
186,130.103,0.56516,0.39031,0.90851,0.95134,0.84034,0.91845,0.63219,1.12699,0.67562,1.15552,0.0012674,0.0012674,0.0012674
187,130.8,0.56029,0.40645,0.90584,0.8955,0.88235,0.91389,0.62357,1.13677,0.69087,1.16682,0.00126344,0.00126344,0.00126344
188,131.501,0.54148,0.38543,0.89635,0.9112,0.89916,0.90918,0.61309,1.13796,0.71013,1.16356,0.00125948,0.00125948,0.00125948
189,132.182,0.5458,0.39032,0.90118,0.92184,0.89203,0.90493,0.606,1.14301,0.72291,1.15863,0.00125552,0.00125552,0.00125552
190,132.868,0.56217,0.40631,0.92409,0.92084,0.83193,0.88967,0.59582,1.1359,0.71147,1.16161,0.00125156,0.00125156,0.00125156
191,133.559,0.55234,0.39429,0.90853,0.92193,0.79391,0.8727,0.59396,1.13123,0.74168,1.16838,0.0012476,0.0012476,0.0012476
192,134.251,0.52966,0.37877,0.87923,0.92766,0.78992,0.88794,0.59082,1.14512,0.75188,1.1969,0.00124364,0.00124364,0.00124364
193,134.928,0.54077,0.39784,0.91419,0.92863,0.79832,0.90214,0.60129,1.15413,0.72691,1.20137,0.00123968,0.00123968,0.00123968
194,135.621,0.53488,0.38477,0.88608,0.88898,0.87395,0.90451,0.5987,1.16786,0.72398,1.20661,0.00123572,0.00123572,0.00123572
195,136.319,0.52497,0.39749,0.88115,0.862,0.86555,0.88941,0.58063,1.18684,0.72061,1.22927,0.00123176,0.00123176,0.00123176
196,137.02,0.55525,0.36847,0.90642,0.92521,0.84034,0.89507,0.59155,1.1952,0.73711,1.21171,0.0012278,0.0012278,0.0012278
197,137.709,0.57281,0.39308,0.90692,0.94888,0.81513,0.89816,0.5856,1.20202,0.73708,1.22585,0.00122384,0.00122384,0.00122384
198,138.409,0.57004,0.38991,0.89621,0.88936,0.84874,0.90481,0.58747,1.19129,0.72617,1.22364,0.00121988,0.00121988,0.00121988
199,139.109,0.54293,0.3813,0.89062,0.94341,0.84052,0.91384,0.62707,1.14048,0.68762,1.1777,0.00121592,0.00121592,0.00121592
200,139.815,0.52114,0.37369,0.89028,0.90986,0.89916,0.90951,0.61319,1.15492,0.68824,1.19667,0.00121196,0.00121196,0.00121196
201,140.501,0.59059,0.39825,0.92599,0.93725,0.8786,0.91004,0.62041,1.14252,0.70762,1.18881,0.001208,0.001208,0.001208
202,141.192,0.55737,0.41292,0.91417,0.95333,0.85837,0.91123,0.62454,1.14599,0.7042,1.19282,0.00120404,0.00120404,0.00120404
203,141.878,0.59013,0.41219,0.92075,0.92506,0.87395,0.90427,0.6148,1.16722,0.71924,1.21392,0.00120008,0.00120008,0.00120008
204,142.576,0.54539,0.38659,0.89409,0.91197,0.87061,0.90681,0.61022,1.15494,0.71324,1.18838,0.00119612,0.00119612,0.00119612
205,143.246,0.55756,0.40108,0.91106,0.92357,0.84874,0.90654,0.62276,1.15667,0.72668,1.17613,0.00119216,0.00119216,0.00119216
206,143.936,0.54037,0.37977,0.89363,0.91009,0.87395,0.91247,0.62334,1.19474,0.71688,1.19334,0.0011882,0.0011882,0.0011882
207,144.625,0.54778,0.39704,0.88618,0.91943,0.88235,0.90878,0.61189,1.16903,0.71913,1.18386,0.00118424,0.00118424,0.00118424
208,145.307,0.55117,0.40789,0.90523,0.95071,0.85714,0.89886,0.60752,1.14019,0.74203,1.15538,0.00118028,0.00118028,0.00118028
209,145.995,0.53558,0.37294,0.88019,0.92864,0.87483,0.89195,0.6078,1.10429,0.73933,1.14124,0.00117632,0.00117632,0.00117632
210,146.683,0.54102,0.38203,0.89201,0.94327,0.83842,0.88446,0.59697,1.13739,0.80884,1.17131,0.00117236,0.00117236,0.00117236
211,147.371,0.51526,0.36773,0.89687,0.912,0.87095,0.88818,0.6165,1.12048,0.78345,1.15133,0.0011684,0.0011684,0.0011684
212,148.058,0.54936,0.39905,0.91281,0.92953,0.87395,0.90296,0.62118,1.13639,0.72105,1.17019,0.00116444,0.00116444,0.00116444
213,148.739,0.53087,0.37354,0.896,0.92136,0.89076,0.90494,0.6063,1.17487,0.73533,1.20705,0.00116048,0.00116048,0.00116048
214,149.422,0.52274,0.36746,0.89025,0.92919,0.88217,0.91245,0.62898,1.12985,0.68318,1.17075,0.00115652,0.00115652,0.00115652
215,150.107,0.55816,0.39152,0.9163,0.89322,0.89076,0.91603,0.63766,1.09968,0.65235,1.14091,0.00115256,0.00115256,0.00115256
216,150.786,0.51807,0.36835,0.89171,0.92889,0.85714,0.91976,0.62514,1.12995,0.68631,1.17746,0.0011486,0.0011486,0.0011486
217,151.459,0.55824,0.38782,0.91598,0.90617,0.89273,0.91971,0.62086,1.12163,0.69634,1.17264,0.00114464,0.00114464,0.00114464
218,152.146,0.53377,0.37134,0.90062,0.88273,0.89076,0.91613,0.6358,1.10682,0.69928,1.14858,0.00114068,0.00114068,0.00114068
219,152.831,0.53595,0.37905,0.88551,0.877,0.89872,0.91838,0.62471,1.15008,0.70909,1.1865,0.00113672,0.00113672,0.00113672
220,153.516,0.52143,0.37123,0.88273,0.90457,0.87625,0.91862,0.62731,1.14418,0.69015,1.18628,0.00113276,0.00113276,0.00113276
221,154.191,0.51529,0.37445,0.89085,0.92862,0.87463,0.9255,0.63854,1.11445,0.66598,1.15524,0.0011288,0.0011288,0.0011288
222,154.879,0.56287,0.37797,0.89867,0.95408,0.87305,0.92434,0.64647,1.11869,0.65556,1.16472,0.00112484,0.00112484,0.00112484
223,155.57,0.51108,0.37711,0.89355,0.89316,0.91329,0.91748,0.63296,1.14649,0.66812,1.18676,0.00112088,0.00112088,0.00112088
224,156.266,0.49079,0.36609,0.8768,0.93085,0.90756,0.92663,0.65402,1.11652,0.67244,1.15348,0.00111692,0.00111692,0.00111692
225,156.964,0.52755,0.37951,0.90269,0.93098,0.90682,0.92503,0.65057,1.11669,0.69137,1.15146,0.00111296,0.00111296,0.00111296
226,157.651,0.5368,0.37404,0.91228,0.93665,0.89916,0.91992,0.64472,1.12279,0.69604,1.1617,0.001109,0.001109,0.001109
227,158.335,0.49337,0.34821,0.89269,0.91938,0.89076,0.92752,0.67064,1.11307,0.68764,1.14135,0.00110504,0.00110504,0.00110504
228,159.037,0.51289,0.36111,0.88183,0.95091,0.88235,0.93001,0.66281,1.08451,0.6474,1.1176,0.00110108,0.00110108,0.00110108
229,159.711,0.49582,0.39979,0.91108,0.94422,0.88235,0.92592,0.65909,1.08289,0.64527,1.12401,0.00109712,0.00109712,0.00109712
230,160.398,0.48314,0.35248,0.86382,0.9291,0.89916,0.92975,0.66571,1.09364,0.66069,1.1351,0.00109316,0.00109316,0.00109316
231,161.084,0.48883,0.36116,0.87278,0.91573,0.91319,0.93221,0.66246,1.11473,0.64156,1.16376,0.0010892,0.0010892,0.0010892
232,161.785,0.50213,0.35409,0.87765,0.90467,0.91597,0.93772,0.66182,1.12519,0.5989,1.18792,0.00108524,0.00108524,0.00108524
233,162.473,0.4995,0.35171,0.88478,0.92054,0.90756,0.94041,0.6677,1.10523,0.59206,1.17269,0.00108128,0.00108128,0.00108128
234,163.159,0.52562,0.37211,0.87459,0.91615,0.89076,0.94105,0.6665,1.10778,0.60168,1.17176,0.00107732,0.00107732,0.00107732
235,163.843,0.49069,0.36439,0.8663,0.91343,0.88673,0.93406,0.64784,1.13247,0.6318,1.19294,0.00107336,0.00107336,0.00107336
236,164.536,0.51685,0.36711,0.88963,0.91672,0.89076,0.93699,0.66328,1.08597,0.63118,1.162,0.0010694,0.0010694,0.0010694
237,165.214,0.48876,0.36842,0.87965,0.93312,0.87395,0.93869,0.66852,1.08812,0.64781,1.16172,0.00106544,0.00106544,0.00106544
238,165.899,0.50922,0.38707,0.90037,0.91977,0.8671,0.92917,0.6507,1.10006,0.66452,1.17961,0.00106148,0.00106148,0.00106148
239,166.584,0.50487,0.37255,0.89056,0.92209,0.86555,0.91818,0.64375,1.10162,0.70254,1.18647,0.00105752,0.00105752,0.00105752
240,167.27,0.49403,0.367,0.88197,0.92828,0.87017,0.89682,0.63723,1.08709,0.72348,1.1764,0.00105356,0.00105356,0.00105356
241,167.951,0.52654,0.38178,0.9011,0.88857,0.87119,0.88974,0.63259,1.10967,0.74356,1.1897,0.0010496,0.0010496,0.0010496
242,168.64,0.51611,0.37376,0.89272,0.89224,0.83494,0.88691,0.60644,1.15943,0.76614,1.21641,0.00104564,0.00104564,0.00104564
243,169.325,0.49443,0.35537,0.88937,0.92154,0.83193,0.89886,0.63271,1.11966,0.73236,1.17955,0.00104168,0.00104168,0.00104168
244,170.025,0.49268,0.3513,0.87375,0.91858,0.85325,0.90304,0.62128,1.12451,0.69072,1.19079,0.00103772,0.00103772,0.00103772
245,170.703,0.47199,0.34851,0.87244,0.89067,0.88235,0.9049,0.60955,1.13896,0.68752,1.20674,0.00103376,0.00103376,0.00103376
246,171.391,0.46563,0.34553,0.86624,0.91267,0.86555,0.90181,0.62434,1.12365,0.71177,1.17969,0.0010298,0.0010298,0.0010298
247,172.092,0.46562,0.35061,0.87715,0.93542,0.87395,0.90291,0.62078,1.11461,0.71788,1.16821,0.00102584,0.00102584,0.00102584
248,172.783,0.49026,0.34224,0.87344,0.94287,0.84034,0.91068,0.6446,1.09509,0.66954,1.14276,0.00102188,0.00102188,0.00102188
249,173.458,0.47429,0.35633,0.88132,0.90697,0.87395,0.91233,0.6543,1.08572,0.66223,1.13109,0.00101792,0.00101792,0.00101792
250,174.144,0.49332,0.35632,0.88105,0.93984,0.83193,0.91294,0.64849,1.08975,0.66859,1.13453,0.00101396,0.00101396,0.00101396
251,174.832,0.48724,0.35069,0.88186,0.95119,0.81883,0.90906,0.63669,1.11219,0.68749,1.14958,0.00101,0.00101,0.00101
252,175.538,0.48294,0.36818,0.88757,0.91548,0.84034,0.90692,0.6289,1.09258,0.70209,1.13071,0.00100604,0.00100604,0.00100604
253,176.226,0.49674,0.37054,0.88073,0.87648,0.86555,0.90382,0.6326,1.0895,0.69861,1.13214,0.00100208,0.00100208,0.00100208
254,176.913,0.51097,0.36651,0.88559,0.89678,0.87611,0.89836,0.6173,1.12124,0.7011,1.15363,0.00099812,0.00099812,0.00099812
255,177.594,0.49044,0.3596,0.86817,0.87091,0.84874,0.89844,0.61978,1.118,0.73895,1.14858,0.00099416,0.00099416,0.00099416
256,178.28,0.50884,0.35453,0.88329,0.88616,0.8504,0.90731,0.62374,1.09609,0.68619,1.14002,0.0009902,0.0009902,0.0009902
257,178.95,0.49487,0.3524,0.87839,0.9284,0.85714,0.91064,0.63178,1.0915,0.65545,1.1432,0.00098624,0.00098624,0.00098624
258,179.635,0.5008,0.36244,0.88687,0.94208,0.84034,0.92942,0.64599,1.09871,0.62991,1.15811,0.00098228,0.00098228,0.00098228
259,180.317,0.48744,0.35681,0.86089,0.9206,0.89916,0.93602,0.66868,1.09013,0.60573,1.13039,0.00097832,0.00097832,0.00097832
260,181,0.48656,0.35283,0.88918,0.91701,0.90756,0.93687,0.66994,1.08763,0.5948,1.14233,0.00097436,0.00097436,0.00097436
261,181.677,0.5264,0.37457,0.9059,0.87866,0.90756,0.93481,0.67318,1.09072,0.60924,1.14259,0.0009704,0.0009704,0.0009704
262,182.392,0.49973,0.3632,0.88225,0.96465,0.84034,0.92989,0.66658,1.08478,0.63875,1.12306,0.00096644,0.00096644,0.00096644
263,183.088,0.50185,0.36417,0.88792,0.93067,0.88235,0.92691,0.65778,1.08585,0.65114,1.13592,0.00096248,0.00096248,0.00096248
264,183.782,0.47609,0.35251,0.86496,0.91086,0.85864,0.91194,0.63341,1.12133,0.6757,1.17455,0.00095852,0.00095852,0.00095852
265,184.459,0.52436,0.37763,0.9058,0.90399,0.87395,0.90339,0.63907,1.09916,0.68709,1.15943,0.00095456,0.00095456,0.00095456
266,185.15,0.51524,0.36319,0.91941,0.90387,0.88235,0.9069,0.64713,1.08471,0.66935,1.13808,0.0009506,0.0009506,0.0009506
267,185.836,0.48284,0.35129,0.88419,0.90932,0.88235,0.90344,0.62306,1.10884,0.69072,1.1652,0.00094664,0.00094664,0.00094664
268,186.522,0.48217,0.35159,0.88064,0.89721,0.88235,0.91069,0.62407,1.14027,0.66782,1.18652,0.00094268,0.00094268,0.00094268
269,187.201,0.46945,0.3407,0.87428,0.88201,0.8795,0.90973,0.62835,1.10797,0.65759,1.16229,0.00093872,0.00093872,0.00093872
270,187.892,0.48608,0.35008,0.88487,0.85706,0.87395,0.90565,0.64214,1.08732,0.66003,1.15008,0.00093476,0.00093476,0.00093476
271,188.586,0.45033,0.33887,0.87473,0.95997,0.8062,0.90985,0.63586,1.12027,0.6731,1.18331,0.0009308,0.0009308,0.0009308
272,189.274,0.45532,0.3298,0.86079,0.97028,0.82312,0.91887,0.63099,1.13155,0.67497,1.19616,0.00092684,0.00092684,0.00092684
273,189.948,0.4435,0.32981,0.85951,0.96954,0.81513,0.91755,0.62853,1.1241,0.66316,1.19613,0.00092288,0.00092288,0.00092288
274,190.634,0.48259,0.33987,0.88223,0.97058,0.83193,0.91944,0.63183,1.13254,0.67103,1.19921,0.00091892,0.00091892,0.00091892
275,191.332,0.45898,0.35516,0.87992,0.9242,0.87395,0.91722,0.63767,1.12979,0.64536,1.18831,0.00091496,0.00091496,0.00091496
276,192.027,0.48115,0.34048,0.8893,0.93428,0.87395,0.92212,0.65383,1.11732,0.63924,1.17017,0.000911,0.000911,0.000911
277,192.705,0.4895,0.35424,0.8934,0.94954,0.86555,0.92313,0.6572,1.11885,0.64313,1.16642,0.00090704,0.00090704,0.00090704
278,193.405,0.44276,0.3435,0.85491,0.93793,0.89076,0.92792,0.64824,1.12176,0.64457,1.17801,0.00090308,0.00090308,0.00090308
279,194.104,0.47517,0.33953,0.87251,0.95797,0.89076,0.93014,0.65026,1.10458,0.63149,1.16411,0.00089912,0.00089912,0.00089912
280,194.806,0.45825,0.32316,0.85971,0.9551,0.89372,0.93244,0.66653,1.09153,0.60419,1.14646,0.00089516,0.00089516,0.00089516
281,195.495,0.47794,0.34072,0.87171,0.96132,0.88235,0.93332,0.65716,1.10483,0.61893,1.16116,0.0008912,0.0008912,0.0008912
282,196.184,0.45577,0.33716,0.88344,0.95299,0.87395,0.93197,0.65708,1.10825,0.62292,1.15756,0.00088724,0.00088724,0.00088724
283,196.867,0.46246,0.34592,0.86807,0.97272,0.85714,0.92911,0.65835,1.09663,0.64114,1.15038,0.00088328,0.00088328,0.00088328
284,197.558,0.47682,0.33715,0.86988,0.96822,0.86555,0.92804,0.65222,1.12363,0.65764,1.18448,0.00087932,0.00087932,0.00087932
285,198.231,0.46258,0.34755,0.87589,0.96581,0.85714,0.92589,0.64379,1.12585,0.66579,1.18804,0.00087536,0.00087536,0.00087536
286,198.914,0.44704,0.32849,0.84457,0.94761,0.87395,0.91973,0.63443,1.1058,0.64,1.16471,0.0008714,0.0008714,0.0008714
287,199.598,0.5077,0.35577,0.88863,0.92165,0.88963,0.91417,0.64168,1.11656,0.62689,1.16834,0.00086744,0.00086744,0.00086744
288,200.281,0.45252,0.33532,0.86722,0.91431,0.89664,0.91691,0.64116,1.12562,0.59902,1.17668,0.00086348,0.00086348,0.00086348
289,200.952,0.44404,0.32299,0.85482,0.91305,0.88248,0.9208,0.65012,1.12592,0.63407,1.17164,0.00085952,0.00085952,0.00085952
290,201.64,0.45892,0.32502,0.88028,0.92172,0.89048,0.92593,0.65457,1.10436,0.63926,1.1435,0.00085556,0.00085556,0.00085556
291,202.322,0.43232,0.31994,0.84823,0.93679,0.87184,0.92786,0.65158,1.11446,0.65368,1.15339,0.0008516,0.0008516,0.0008516
292,203.009,0.46617,0.35555,0.87862,0.92842,0.87197,0.92471,0.64008,1.11699,0.68502,1.16188,0.00084764,0.00084764,0.00084764
293,203.679,0.43537,0.32569,0.86101,0.95158,0.86555,0.92697,0.6448,1.09747,0.66996,1.14703,0.00084368,0.00084368,0.00084368
294,204.362,0.45576,0.33023,0.88241,0.96249,0.86242,0.92764,0.65493,1.10258,0.66569,1.14614,0.00083972,0.00083972,0.00083972
295,205.046,0.42429,0.31933,0.865,0.94688,0.89872,0.9293,0.65233,1.11012,0.62856,1.1661,0.00083576,0.00083576,0.00083576
296,205.729,0.42431,0.31758,0.87856,0.94142,0.89916,0.93225,0.65361,1.09985,0.63356,1.15584,0.0008318,0.0008318,0.0008318
297,206.407,0.44941,0.31972,0.8641,0.93166,0.88235,0.93004,0.65543,1.09845,0.63968,1.14985,0.00082784,0.00082784,0.00082784
298,207.089,0.4405,0.33477,0.86353,0.92223,0.88235,0.91973,0.64331,1.11191,0.68228,1.15406,0.00082388,0.00082388,0.00082388
299,207.787,0.43522,0.32024,0.85566,0.90716,0.90323,0.91808,0.63781,1.11443,0.66419,1.14978,0.00081992,0.00081992,0.00081992
300,208.486,0.43158,0.31132,0.85874,0.92073,0.87852,0.92201,0.64356,1.1347,0.64257,1.15875,0.00081596,0.00081596,0.00081596
301,209.163,0.42337,0.32434,0.85641,0.92907,0.88062,0.92181,0.63923,1.15338,0.65054,1.17331,0.000812,0.000812,0.000812
302,209.853,0.44575,0.32942,0.86939,0.95253,0.84874,0.919,0.63237,1.14914,0.66726,1.17468,0.00080804,0.00080804,0.00080804
303,210.541,0.43788,0.33566,0.88322,0.94497,0.86555,0.91882,0.64638,1.1284,0.66032,1.16309,0.00080408,0.00080408,0.00080408
304,211.226,0.45059,0.33419,0.86819,0.97059,0.83198,0.9163,0.6383,1.12563,0.68207,1.16757,0.00080012,0.00080012,0.00080012
305,211.909,0.43562,0.31816,0.86594,0.95896,0.83193,0.91697,0.63875,1.12224,0.69918,1.16381,0.00079616,0.00079616,0.00079616
306,212.591,0.40954,0.30953,0.8447,0.89943,0.86555,0.90975,0.62861,1.11255,0.69341,1.15246,0.0007922,0.0007922,0.0007922
307,213.281,0.45796,0.32847,0.88975,0.92831,0.87048,0.91469,0.62545,1.11766,0.66508,1.16101,0.00078824,0.00078824,0.00078824
308,213.97,0.43557,0.33549,0.87461,0.94485,0.85714,0.91256,0.63922,1.11789,0.65028,1.16484,0.00078428,0.00078428,0.00078428
309,214.654,0.41837,0.32569,0.85359,0.95398,0.87107,0.91271,0.64146,1.1177,0.65544,1.16668,0.00078032,0.00078032,0.00078032
310,215.349,0.43387,0.32686,0.8708,0.92969,0.88897,0.91835,0.64151,1.1193,0.65748,1.17219,0.00077636,0.00077636,0.00077636
311,216.043,0.44176,0.33803,0.88215,0.92962,0.88797,0.91974,0.63771,1.12973,0.66025,1.17839,0.0007724,0.0007724,0.0007724
312,216.737,0.40729,0.30976,0.85675,0.94394,0.88235,0.91655,0.63837,1.13855,0.6718,1.17824,0.00076844,0.00076844,0.00076844
313,217.411,0.41003,0.31446,0.85972,0.95368,0.86513,0.91511,0.63266,1.14029,0.67636,1.17473,0.00076448,0.00076448,0.00076448
314,218.103,0.4367,0.32112,0.87254,0.96292,0.87303,0.91589,0.63601,1.13645,0.69904,1.16705,0.00076052,0.00076052,0.00076052
315,218.8,0.43595,0.31949,0.86388,0.95282,0.84863,0.9138,0.63863,1.13275,0.72516,1.16912,0.00075656,0.00075656,0.00075656
316,219.498,0.42737,0.31082,0.86013,0.94256,0.81513,0.89652,0.62505,1.15302,0.76979,1.19248,0.0007526,0.0007526,0.0007526
317,220.171,0.41987,0.32131,0.86499,0.94847,0.80672,0.89615,0.62675,1.15101,0.78138,1.19167,0.00074864,0.00074864,0.00074864
318,220.872,0.41739,0.30977,0.84856,0.9599,0.80459,0.89569,0.63012,1.16146,0.76078,1.20157,0.00074468,0.00074468,0.00074468
319,221.561,0.44573,0.33329,0.87144,0.93559,0.85448,0.90383,0.64072,1.15649,0.74308,1.19506,0.00074072,0.00074072,0.00074072
320,222.25,0.42627,0.32736,0.87797,0.95858,0.84034,0.91145,0.6449,1.14095,0.67709,1.18864,0.00073676,0.00073676,0.00073676
321,222.933,0.41306,0.30172,0.86686,0.92158,0.88884,0.91322,0.64129,1.14002,0.65893,1.19237,0.0007328,0.0007328,0.0007328
322,223.626,0.41642,0.3195,0.85999,0.93038,0.89844,0.92082,0.64941,1.13487,0.63047,1.18873,0.00072884,0.00072884,0.00072884
323,224.318,0.44189,0.32247,0.87533,0.97635,0.88235,0.92029,0.65393,1.11433,0.61321,1.17005,0.00072488,0.00072488,0.00072488
324,225.019,0.43538,0.30769,0.86562,0.97168,0.86499,0.91498,0.6411,1.12984,0.62338,1.18472,0.00072092,0.00072092,0.00072092
325,225.694,0.44664,0.33384,0.87236,0.9295,0.88643,0.91519,0.63643,1.13752,0.63121,1.18859,0.00071696,0.00071696,0.00071696
326,226.379,0.43399,0.32142,0.87273,0.93714,0.88235,0.91258,0.64281,1.1266,0.64695,1.17597,0.000713,0.000713,0.000713
327,227.065,0.41938,0.31096,0.84959,0.90729,0.9046,0.91847,0.63734,1.14147,0.65293,1.1937,0.00070904,0.00070904,0.00070904
328,227.754,0.41336,0.30059,0.8508,0.91505,0.90525,0.91578,0.64179,1.12876,0.64245,1.1816,0.00070508,0.00070508,0.00070508
329,228.432,0.4253,0.30745,0.87808,0.94674,0.89632,0.91638,0.64583,1.11749,0.63271,1.16879,0.00070112,0.00070112,0.00070112
330,229.12,0.42829,0.31156,0.85378,0.94553,0.91597,0.91729,0.64634,1.11477,0.64553,1.16781,0.00069716,0.00069716,0.00069716
331,229.816,0.40726,0.31038,0.84972,0.94732,0.90664,0.91795,0.62701,1.13523,0.65108,1.18729,0.0006932,0.0006932,0.0006932
332,230.505,0.43348,0.30575,0.87656,0.94953,0.89076,0.91896,0.64228,1.11514,0.645,1.16696,0.00068924,0.00068924,0.00068924
333,231.18,0.41687,0.31302,0.85446,0.95444,0.88026,0.91719,0.64315,1.11225,0.64951,1.16439,0.00068528,0.00068528,0.00068528
334,231.87,0.41833,0.31263,0.85536,0.93786,0.88784,0.91712,0.63212,1.14533,0.67307,1.19073,0.00068132,0.00068132,0.00068132
335,232.553,0.40974,0.31482,0.85013,0.92465,0.87395,0.91849,0.63105,1.16319,0.69465,1.20477,0.00067736,0.00067736,0.00067736
336,233.245,0.39902,0.29247,0.83667,0.94029,0.87395,0.92248,0.64777,1.14163,0.69449,1.18166,0.0006734,0.0006734,0.0006734
337,233.918,0.39762,0.30802,0.86933,0.94282,0.87395,0.92466,0.64787,1.13488,0.69512,1.17633,0.00066944,0.00066944,0.00066944
338,234.604,0.41593,0.31592,0.8701,0.92698,0.87395,0.92376,0.64575,1.15363,0.68419,1.19896,0.00066548,0.00066548,0.00066548
339,235.295,0.4057,0.30783,0.86544,0.9207,0.87807,0.924,0.64436,1.14141,0.6642,1.18931,0.00066152,0.00066152,0.00066152
340,235.985,0.42929,0.31731,0.86201,0.90564,0.8872,0.92397,0.64049,1.14235,0.66436,1.18646,0.00065756,0.00065756,0.00065756
341,236.665,0.39256,0.29907,0.85372,0.9428,0.85714,0.92317,0.63893,1.14532,0.66645,1.18898,0.0006536,0.0006536,0.0006536
342,237.354,0.39809,0.30198,0.85626,0.92083,0.87968,0.91892,0.63512,1.1471,0.68458,1.18774,0.00064964,0.00064964,0.00064964
343,238.038,0.39632,0.30743,0.86732,0.94718,0.85714,0.91552,0.63112,1.14951,0.70509,1.18479,0.00064568,0.00064568,0.00064568
344,238.729,0.40575,0.29721,0.85534,0.94772,0.85714,0.91504,0.62961,1.15653,0.6961,1.19813,0.00064172,0.00064172,0.00064172
345,239.406,0.41152,0.31222,0.86054,0.95127,0.85714,0.91751,0.6304,1.15518,0.7043,1.19791,0.00063776,0.00063776,0.00063776
346,240.095,0.37072,0.27882,0.84059,0.92087,0.88019,0.9181,0.63665,1.13138,0.70659,1.17869,0.0006338,0.0006338,0.0006338
347,240.778,0.41598,0.30779,0.85693,0.92924,0.85714,0.91314,0.64366,1.11525,0.6964,1.1714,0.00062984,0.00062984,0.00062984
348,241.465,0.42727,0.31664,0.85747,0.93619,0.86299,0.91436,0.64608,1.11473,0.68634,1.17665,0.00062588,0.00062588,0.00062588
349,242.146,0.3931,0.30364,0.8653,0.92681,0.85136,0.91288,0.63778,1.12319,0.69322,1.18616,0.00062192,0.00062192,0.00062192
350,242.829,0.41887,0.31684,0.8656,0.95902,0.84034,0.91636,0.64489,1.1064,0.69742,1.16364,0.00061796,0.00061796,0.00061796
351,243.519,0.40358,0.30186,0.85131,0.90843,0.83364,0.91404,0.65103,1.10872,0.67349,1.1543,0.000614,0.000614,0.000614
352,244.207,0.41894,0.30116,0.84475,0.88791,0.86537,0.91653,0.64423,1.12034,0.66856,1.16779,0.00061004,0.00061004,0.00061004
353,244.883,0.40231,0.30385,0.85471,0.90788,0.86555,0.91846,0.63947,1.12779,0.66371,1.17591,0.00060608,0.00060608,0.00060608
354,245.569,0.39479,0.28929,0.8501,0.90995,0.86555,0.92348,0.64165,1.14041,0.65518,1.18025,0.00060212,0.00060212,0.00060212
355,246.258,0.39746,0.30076,0.86624,0.89642,0.87272,0.92757,0.65075,1.12928,0.64386,1.17211,0.00059816,0.00059816,0.00059816
356,246.958,0.37751,0.27921,0.84053,0.91954,0.86438,0.93251,0.6572,1.11674,0.64009,1.16955,0.0005942,0.0005942,0.0005942
357,247.629,0.36965,0.28315,0.8482,0.92521,0.85714,0.93189,0.65263,1.11321,0.63776,1.17214,0.00059024,0.00059024,0.00059024
358,248.323,0.40398,0.29935,0.84406,0.92051,0.89076,0.93105,0.64751,1.11105,0.64497,1.18218,0.00058628,0.00058628,0.00058628
359,249.016,0.37461,0.28627,0.85172,0.94647,0.86555,0.93182,0.64929,1.13042,0.64837,1.19984,0.00058232,0.00058232,0.00058232
360,249.702,0.38269,0.29769,0.84637,0.95258,0.84398,0.92788,0.64884,1.14204,0.65275,1.20731,0.00057836,0.00057836,0.00057836
361,250.384,0.37854,0.29297,0.84649,0.90375,0.89076,0.92889,0.6522,1.14356,0.64244,1.2061,0.0005744,0.0005744,0.0005744
